20-24_TotalPopulation,20-24_TotalMalePopulation,20-24_TotalFemalePopulation,20-24_Graduates,20-24_MaleGraduates,20-24_FemaleGraduates,25-29_TotalPopulation,25-29_TotalMalePopulation,25-29_TotalFemalePopulation,25-29_Graduates,25-29_MaleGraduates,25-29_FemaleGraduates,30-34_TotalPopulation,30-34_TotalMalePopulation,30-34_TotalFemalePopulation,30-34_Graduates,30-34_MaleGraduates,30-34_FemaleGraduates,35-59_TotalPopulation,35-59_TotalMalePopulation,35-59_TotalFemalePopulation,35-59_Graduates,35-59_MaleGraduates,35-59_FemaleGraduates,60+_TotalPopulation,60+_TotalMalePopulation,60+_TotalFemalePopulation,60+_Graduates,60+_MaleGraduates,60+_FemaleGraduates,District,State,Year
112637,61091,51546,8617,5531,3086,97995,50539,47456,8988,6075,2913,87440,43739,43701,6743,4695,2048,300156,154567,145589,16876,13592,3284,125014,57804,67210,2266,2010,256,WASHIM,MAHARASHTRA,2011
182512,94343,88169,5410,3200,2210,161386,77460,83926,6160,4630,1530,138070,70559,67511,4421,3671,750,459106,237631,221475,10328,9278,1050,154951,76838,78113,520,490,30,YAVATMAL,MAHARASHTRA,1991
214009,114769,99240,13040,7554,5486,197570,98874,98696,16650,11127,5523,179608,90657,88951,12285,9043,3242,554836,288364,266472,25315,20448,4867,225261,104802,120459,2333,2050,283,YAVATMAL,MAHARASHTRA,2001
262712,136946,125766,19004,10214,8790,236944,120982,115962,21533,12517,9016,209291,106180,103111,16610,10120,6490,731817,375125,356692,44269,32228,12041,275963,129030,146933,6440,5457,983,YAVATMAL,MAHARASHTRA,2011
16653,8194,8459,1030,583,447,15867,7711,8156,1553,959,594,12893,6448,6445,1320,917,403,41248,21523,19725,2669,2237,432,11987,6365,5622,60,55,5,BISHNUPUR,MANIPUR,1991
20460,9906,10554,1602,879,723,18400,8995,9405,3577,2012,1565,15002,7730,7272,2868,1744,1124,48433,24448,23985,6045,4399,1646,15427,7740,7687,335,309,26,BISHNUPUR,MANIPUR,2001
21058,10253,10805,1238,707,531,22445,10900,11545,2342,1281,1061,18703,9269,9434,3062,1740,1322,63280,31376,31904,10372,6742,3630,19739,9927,9812,1135,984,151,BISHNUPUR,MANIPUR,2011
7112,3814,3298,107,74,33,7418,3804,3614,227,156,71,5376,2924,2452,226,169,57,16133,8819,7314,367,317,50,4126,2331,1795,12,9,3,CHANDEL,MANIPUR,1991
12435,5950,6485,362,201,161,10775,5204,5571,831,490,341,8573,4081,4492,707,450,257,27773,14230,13543,1372,1013,359,6768,3655,3113,54,48,6,CHANDEL,MANIPUR,2001
15374,7727,7647,1039,578,461,14649,7564,7085,1682,1001,681,11630,6084,5546,1281,753,528,37927,20077,17850,2363,1637,726,8096,4257,3839,130,97,33,CHANDEL,MANIPUR,2011
17197,8616,8581,293,167,126,16731,8215,8516,614,413,201,12509,6770,5739,657,498,159,36804,20219,16585,1597,1413,184,9571,5530,4041,105,101,4,CHURACHANDPUR,MANIPUR,1991
23987,12228,11759,952,570,382,19974,9920,10054,1678,1055,623,16124,8555,7569,1163,822,341,50428,26301,24127,2871,2351,520,14002,7473,6529,307,289,18,CHURACHANDPUR,MANIPUR,2001
29144,14563,14581,2479,1564,915,25966,12999,12967,2780,1707,1073,20939,10747,10192,2212,1388,824,65868,33474,32394,3893,2805,1088,18091,9075,9016,492,432,60,CHURACHANDPUR,MANIPUR,2011
69680,35198,34482,7296,3765,3531,63274,31474,31800,11163,5841,5322,51061,25704,25357,9384,5472,3912,149846,79263,70583,18029,13549,4480,45771,23528,22243,851,784,67,IMPHAL,MANIPUR,1991
40286,20090,20196,3276,1794,1482,35551,17162,18389,6954,3776,3178,29580,14715,14865,6661,3714,2947,91840,46759,45081,14997,9869,5128,27153,13478,13675,1084,978,106,IMPHAL EAST,MANIPUR,2001
42651,20493,22158,4376,2157,2219,44299,21326,22973,7434,3821,3613,36226,17592,18634,7445,3928,3517,122436,60764,61672,23948,14030,9918,34782,17032,17750,2662,2160,502,IMPHAL EAST,MANIPUR,2011
46967,23143,23824,5660,2939,2721,41584,20155,21429,11420,5812,5608,35578,17573,18005,11493,5916,5577,110096,55866,54230,26920,16599,10321,34342,16340,18002,2115,1905,210,IMPHAL WEST,MANIPUR,2001
47328,22876,24452,7227,3509,3718,50338,24113,26225,11821,5924,5897,43668,20928,22740,12392,6259,6133,148892,72718,76174,42364,23565,18799,44980,21466,23514,5527,4259,1268,IMPHAL WEST,MANIPUR,2011
26432,13579,12853,369,224,145,20926,10895,10031,631,428,203,12982,6708,6274,570,423,147,43214,21993,21221,1136,932,204,11115,6506,4609,84,79,5,SENAPATI,MANIPUR,1991
16396,8133,8263,415,250,165,14235,7052,7183,881,567,314,11067,5807,5260,700,506,194,33667,17643,16024,1422,1096,326,8417,4559,3858,84,77,7,SENAPATI,MANIPUR,2001
54558,28047,26511,5278,3130,2148,44456,22313,22143,5688,3452,2236,33697,16962,16735,3503,2227,1276,107351,54130,53221,6285,4528,1757,22476,12009,10467,466,383,83,SENAPATI,MANIPUR,2011
7899,4018,3881,74,47,27,7674,3830,3844,177,125,52,5634,2904,2730,165,140,25,16959,8999,7960,365,337,28,4715,2588,2127,16,14,2,TAMENGLONG,MANIPUR,1991
12356,6624,5732,314,202,112,10114,5222,4892,627,434,193,7636,4030,3606,553,373,180,22731,11871,10860,924,770,154,6363,3295,3068,60,52,8,TAMENGLONG,MANIPUR,2001
15139,7721,7418,953,579,374,13733,6997,6736,1458,880,578,10534,5451,5083,1082,711,371,31074,16130,14944,1661,1225,436,8606,4401,4205,116,105,11,TAMENGLONG,MANIPUR,2011
27152,13408,13744,1671,1108,563,24385,11706,12679,2280,1614,666,19962,9779,10183,1611,1257,354,58500,29981,28519,2805,2511,294,17520,9218,8302,64,59,5,THOUBAL,MANIPUR,1991
35311,16959,18352,1991,1202,789,31608,15368,16240,4573,2836,1737,25620,12849,12771,4071,2667,1404,81033,40879,40154,7748,6149,1599,24038,12027,12011,411,389,22,THOUBAL,MANIPUR,2001
38265,18605,19660,2328,1330,998,38378,18428,19950,3750,2209,1541,32009,15755,16254,4315,2654,1661,106393,53162,53231,13597,9622,3975,30854,15269,15585,1251,1130,121,THOUBAL,MANIPUR,2011
10442,5985,4457,227,117,110,9941,5333,4608,358,288,70,7492,3820,3672,373,276,97,22845,12462,10383,886,776,110,6300,3473,2827,54,53,1,UKHRUL,MANIPUR,1991
14286,7360,6926,835,443,392,11641,6019,5622,1437,875,562,9836,5417,4419,1115,748,367,30721,16335,14386,2315,1874,441,8960,4666,4294,283,268,15,UKHRUL,MANIPUR,2001
18265,9302,8963,2172,1190,982,16213,8248,7965,2705,1576,1129,13548,6890,6658,2103,1289,814,42867,22008,20859,4125,2994,1131,12396,6359,6037,556,501,55,UKHRUL,MANIPUR,2011
13517,5889,7628,40,29,11,17387,7339,10048,149,102,47,12651,6504,6147,138,107,31,37056,21101,15955,321,275,46,7293,4785,2508,14,13,1,EAST GARO HILLS,MEGHALAYA,1991
18271,8450,9821,161,91,70,20545,9035,11510,322,208,114,15832,7798,8034,237,183,54,50669,27655,23014,562,461,101,10459,6302,4157,40,34,6,EAST GARO HILLS,MEGHALAYA,2001
29973,14124,15849,382,198,184,27790,13555,14235,638,405,233,20428,10476,9952,489,327,162,66195,34431,31764,825,605,220,13727,7597,6130,81,72,9,EAST GARO HILLS,MEGHALAYA,2011
62912,31127,31785,3744,1776,1968,58103,29750,28353,4260,2311,1949,43120,22651,20469,3583,1985,1598,128775,70507,58268,10178,6867,3311,30036,15325,14711,1137,949,188,EAST KHASI HILLS,MEGHALAYA,1991
65744,32490,33254,5959,2803,3156,56441,27613,28828,7923,3814,4109,45745,23482,22263,5494,2888,2606,133681,70471,63210,15559,9333,6226,31677,14301,17376,2180,1579,601,EAST KHASI HILLS,MEGHALAYA,2001
86204,42763,43441,9256,3892,5364,75886,37573,38313,13269,5792,7477,59711,29788,29923,10308,4884,5424,177212,87986,89226,23239,12310,10929,42081,17919,24162,3938,2430,1508,EAST KHASI HILLS,MEGHALAYA,2011
20653,10284,10369,175,82,93,17597,9139,8458,307,175,132,12307,6529,5778,256,161,95,36078,19321,16757,611,442,169,9335,4587,4748,40,35,5,JAINTIA HILLS,MEGHALAYA,1991
25648,12478,13170,628,286,342,22351,11233,11118,929,466,463,17698,9097,8601,538,299,239,50103,25864,24239,1145,725,420,11754,5219,6535,114,91,23,JAINTIA HILLS,MEGHALAYA,2001
37214,18059,19155,1694,701,993,31264,15666,15598,2110,907,1203,22735,11510,11225,1433,687,746,65683,32751,32932,2181,1134,1047,14878,6269,8609,258,175,83,JAINTIA HILLS,MEGHALAYA,2011
16030,7776,8254,316,161,155,15215,7307,7908,457,254,203,11963,6270,5693,346,206,140,35412,19481,15931,735,518,217,7823,4283,3540,46,35,11,RI BHOI,MEGHALAYA,2001
24142,11840,12302,851,372,479,21471,11025,10446,1125,576,549,16352,8467,7885,733,401,332,48026,25067,22959,1136,743,393,10932,5629,5303,99,75,24,RIBHOI,MEGHALAYA,2011
7350,3495,3855,26,20,6,7928,3778,4150,107,76,31,6192,3190,3002,89,74,15,20564,11191,9373,187,165,22,5263,3006,2257,6,6,0,SOUTH GARO HILLS,MEGHALAYA,2001
12801,6294,6507,148,85,63,11722,5906,5816,254,166,88,8690,4493,4197,178,138,40,29213,15545,13668,317,245,72,7197,3910,3287,16,14,2,SOUTH GARO HILLS,MEGHALAYA,2011
36338,16693,19645,354,236,118,43520,18848,24672,568,359,209,32769,16741,16028,538,406,132,98165,54127,44038,1217,1017,200,23446,13815,9631,73,63,10,WEST GARO HILLS,MEGHALAYA,1991
38424,18385,20039,866,463,403,40348,18038,22310,1304,748,556,33551,16396,17155,948,613,335,111317,59290,52027,2082,1582,500,26385,14582,11803,179,155,24,WEST GARO HILLS,MEGHALAYA,2001
59906,28920,30986,1714,861,853,54333,26593,27740,2465,1358,1107,39873,20092,19781,1872,1093,779,141309,71762,69547,3791,2497,1294,33021,17347,15674,437,334,103,WEST GARO HILLS,MEGHALAYA,2011
17839,8497,9342,112,55,57,17055,8150,8905,175,111,64,12619,6557,6062,102,78,24,37332,20247,17085,306,238,68,8632,4862,3770,23,20,3,WEST KHASI HILLS,MEGHALAYA,1991
23720,11372,12348,370,188,182,21309,10229,11080,641,356,285,16751,8439,8312,437,285,152,50477,26413,24064,631,486,145,12365,6323,6042,43,31,12,WEST KHASI HILLS,MEGHALAYA,2001
34772,17140,17632,1260,549,711,28815,14358,14457,1529,762,767,21868,10960,10908,965,538,427,64485,32800,31685,1308,838,470,17066,8268,8798,95,67,28,WEST KHASI HILLS,MEGHALAYA,2011
45775,24753,21022,1203,623,580,44065,23194,20871,2121,1417,704,33012,17636,15376,1819,1352,467,89762,48673,41089,3641,3071,570,23549,12086,11463,163,137,26,AIZAWL,MIZORAM,1991
37728,19367,18361,2651,1181,1470,31174,16185,14989,4221,2246,1975,23989,12765,11224,2791,1753,1038,72460,38162,34298,5903,4408,1495,18019,8890,9129,574,521,53,AIZAWL,MIZORAM,2001
42733,21187,21546,3786,1723,2063,39424,19518,19906,6098,2973,3125,34857,17061,17796,5871,2990,2881,102578,50981,51597,12153,7638,4515,26751,12984,13767,1477,1253,224,AIZAWL,MIZORAM,2011
11020,5653,5367,297,152,145,8927,4711,4216,555,323,232,6956,3661,3295,418,305,113,22953,11920,11033,742,627,115,6398,3249,3149,37,31,6,CHAMPHAI,MIZORAM,2001
11855,5935,5920,467,244,223,11411,5677,5734,774,389,385,9729,4807,4922,819,463,356,28611,14485,14126,1516,1093,423,8539,4289,4250,96,91,5,CHAMPHAI,MIZORAM,2011
9365,4955,4410,70,54,16,9068,4691,4377,179,150,29,7102,3694,3408,202,180,22,19102,10841,8261,368,352,16,4090,2068,2022,6,6,0,CHHIMTUIPUI,MIZORAM,1991
6651,3432,3219,214,111,103,5969,3131,2838,367,217,150,4517,2493,2024,264,193,71,14635,8002,6633,486,406,80,3625,1910,1715,16,16,0,KOLASIB,MIZORAM,2001
8232,4111,4121,336,177,159,7788,4012,3776,586,333,253,6748,3454,3294,560,308,252,19727,10288,9439,982,690,292,5268,2732,2536,70,63,7,KOLASIB,MIZORAM,2011
6993,3638,3355,85,52,33,6452,3482,2970,210,143,67,4691,2503,2188,206,153,53,15124,8308,6816,302,268,34,3417,1816,1601,28,28,0,LAWNGTLAI,MIZORAM,2001
12457,6051,6406,422,238,184,10528,5357,5171,658,386,272,8582,4470,4112,513,342,171,23172,12217,10955,931,730,201,5380,2770,2610,72,71,1,LAWNGTLAI,MIZORAM,2011
10622,5790,4832,115,62,53,10183,5371,4812,308,223,85,7963,4143,3820,305,253,52,22248,12344,9904,584,541,43,5547,2859,2688,26,26,0,LUNGLEI,MIZORAM,1991
14370,7442,6928,440,240,200,12181,6502,5679,808,501,307,9020,4805,4215,588,425,163,30362,16419,13943,1094,927,167,7656,3861,3795,95,88,7,LUNGLEI,MIZORAM,2001
15847,7946,7901,750,381,369,14501,7337,7164,1173,601,572,12726,6646,6080,1119,695,424,38233,20122,18111,2114,1508,606,10155,5123,5032,199,176,23,LUNGLEI,MIZORAM,2011
5920,3020,2900,118,66,52,5400,2878,2522,237,162,75,4046,2197,1849,186,145,41,13560,7483,6077,295,270,25,3492,1848,1644,20,20,0,MAMIT,MIZORAM,2001
8241,4065,4176,244,121,123,8011,4077,3934,415,250,165,6528,3348,3180,386,259,127,19101,10343,8758,686,527,159,4771,2548,2223,35,35,0,MAMIT,MIZORAM,2011
5677,2899,2778,95,50,45,4867,2459,2408,218,151,67,3700,1868,1832,226,169,57,12503,6611,5892,459,412,47,2928,1438,1490,28,28,0,SAIHA,MIZORAM,2001
5814,2860,2954,287,138,149,4749,2389,2360,466,270,196,4005,1974,2031,361,227,134,12364,6325,6039,746,608,138,3051,1491,1560,57,53,4,SAIHA,MIZORAM,2011
5327,2721,2606,163,88,75,4296,2120,2176,314,191,123,3263,1638,1625,248,173,75,11675,5929,5746,379,316,63,3488,1788,1700,19,17,2,SERCHHIP,MIZORAM,2001
6529,3357,3172,378,204,174,5934,3023,2911,497,253,244,5199,2581,2618,492,290,202,15386,7749,7637,942,660,282,4713,2408,2305,57,55,2,SERCHHIP,MIZORAM,2011
31475,16408,15067,2891,1509,1382,28715,14635,14080,3368,1881,1487,23829,13134,10695,2304,1499,805,66727,39953,26774,5400,4256,1144,9802,5875,3927,455,397,58,DIMAPUR,NAGALAND,2001
43510,21892,21618,5388,2591,2797,39549,20236,19313,7633,3851,3782,32048,16504,15544,5529,3066,2463,86914,47624,39290,9665,6537,3128,16257,9184,7073,982,832,150,DIMAPUR,NAGALAND,2011
6890,3361,3529,223,130,93,5730,2785,2945,299,203,96,4819,2496,2323,241,181,60,13524,6867,6657,273,221,52,2921,1587,1334,6,6,0,KIPHIRE,NAGALAND,2011
39785,21782,18003,2199,1331,868,35657,18985,16672,2268,1554,714,26533,14488,12045,1693,1285,408,74784,44920,29864,4154,3535,619,14138,8284,5854,218,200,18,KOHIMA,NAGALAND,1991
32804,17011,15793,3143,1705,1438,27754,14003,13751,3899,2172,1727,20823,11224,9599,2295,1519,776,62529,34718,27811,5192,4058,1134,12167,6498,5669,359,310,49,KOHIMA,NAGALAND,2001
29633,15417,14216,4085,1924,2161,27013,14132,12881,6275,3221,3054,22561,11680,10881,4340,2388,1952,59704,32305,27399,7697,5028,2669,11777,5829,5948,549,460,89,KOHIMA,NAGALAND,2011
4966,2519,2447,206,103,103,4374,2237,2137,286,168,118,3748,1977,1771,182,128,54,9945,5314,4631,229,188,41,2788,1525,1263,10,7,3,LONGLENG,NAGALAND,2011
17927,9865,8062,632,411,221,13113,6993,6120,703,424,279,9597,5052,4545,586,417,169,33265,17985,15280,1276,1007,269,10472,5808,4664,370,354,16,MOKOKCHUNG,NAGALAND,1991
29234,15530,13704,2262,1227,1035,20503,10692,9811,2810,1585,1225,14806,7768,7038,1528,970,558,50060,25808,24252,2608,1931,677,13179,7153,6026,274,245,29,MOKOKCHUNG,NAGALAND,2001
18975,9925,9050,1585,668,917,17374,8895,8479,2506,1222,1284,16157,8208,7949,2073,1090,983,50570,26476,24094,3031,1931,1100,16489,8404,8085,328,273,55,MOKOKCHUNG,NAGALAND,2011
14121,7678,6443,88,64,24,12988,6989,5999,119,95,24,9381,5184,4197,152,130,22,30844,17308,13536,336,284,52,11891,6871,5020,11,11,0,MON,NAGALAND,1991
26946,14693,12253,201,128,73,19216,10336,8880,324,218,106,13873,7434,6439,202,150,52,52591,28479,24112,556,489,67,16616,9072,7544,23,21,2,MON,NAGALAND,2001
24987,13209,11778,497,272,225,18450,9582,8868,589,379,210,14790,7609,7181,384,267,117,53429,28189,25240,588,485,103,12818,7004,5814,32,28,4,MON,NAGALAND,2011
9300,4761,4539,475,249,226,8299,4244,4055,653,405,248,6807,3626,3181,465,285,180,19694,10392,9302,655,505,150,4252,2263,1989,34,26,8,PEREN,NAGALAND,2011
9799,5360,4439,214,148,66,7972,4208,3764,297,234,63,5949,3134,2815,258,228,30,20124,11132,8992,475,429,46,4861,2857,2004,14,12,2,PHEK,NAGALAND,1991
13230,6634,6596,645,405,240,12370,5950,6420,951,640,311,9794,5051,4743,642,469,173,28651,15509,13142,1253,1076,177,6153,3286,2867,56,49,7,PHEK,NAGALAND,2001
15008,7390,7618,1218,641,577,14072,6910,7162,1662,982,680,12368,6204,6164,1148,774,374,33698,17618,16080,1823,1417,406,8745,4392,4353,110,98,12,PHEK,NAGALAND,2011
20074,10666,9408,207,145,62,17103,8763,8340,311,239,72,13504,6748,6756,258,211,47,48598,25819,22779,570,521,49,13268,8167,5101,26,23,3,TUENSANG,NAGALAND,1991
43893,23440,20453,898,611,287,30528,15510,15018,1056,730,326,21696,10887,10809,599,470,129,80856,42188,38668,1236,1042,194,19856,11703,8153,77,66,11,TUENSANG,NAGALAND,2001
18111,9069,9042,576,292,284,15087,7443,7644,844,479,365,13836,6963,6873,706,471,235,38815,20328,18487,914,720,194,9321,5214,4107,40,34,6,TUENSANG,NAGALAND,2011
7417,3853,3564,253,169,84,6565,3280,3285,328,262,66,4952,2553,2399,250,210,40,15940,8735,7205,539,505,34,3811,2256,1555,27,27,0,WOKHA,NAGALAND,1991
17583,9153,8430,1482,915,567,12549,6257,6292,1601,1031,570,9280,4603,4677,818,600,218,31865,17038,14827,1934,1647,287,5900,3377,2523,142,133,9,WOKHA,NAGALAND,2001
18977,9411,9566,1640,864,776,15017,7211,7806,2094,1180,914,12545,6239,6306,1295,800,495,38092,19537,18555,2220,1704,516,8684,4770,3914,203,188,15,WOKHA,NAGALAND,2011
8718,4438,4280,140,91,49,7188,3475,3713,227,156,71,5338,2495,2843,153,133,20,19827,10380,9447,437,389,48,5336,3173,2163,22,21,1,ZUNHEBOTO,NAGALAND,1991
14765,7352,7413,879,494,385,11807,5746,6061,1099,682,417,8806,4435,4371,591,396,195,30898,16145,14753,1242,1000,242,6650,3772,2878,118,102,16,ZUNHEBOTO,NAGALAND,2001
14006,6815,7191,1080,517,563,11936,5923,6013,1570,838,732,10245,4999,5246,1071,591,480,30078,15330,14748,1366,990,376,8674,4607,4067,101,90,11,ZUNHEBOTO,NAGALAND,2011
62330,33308,29022,11298,5146,6152,59004,31008,27996,14874,6941,7933,50745,27061,23684,12020,5912,6108,167372,89299,78073,39237,21413,17824,45864,22348,23516,8438,5530,2908,CENTRAL,NCT OF DELHI,2011
175202,93387,81815,56901,28731,28170,174806,90961,83845,70373,35779,34594,151437,79744,71693,56534,29959,26575,477351,252591,224760,160284,91073,69211,130493,65162,65331,29777,20627,9150,EAST,NCT OF DELHI,2011
16611,9528,7083,4117,2057,2060,14054,7791,6263,4677,2430,2247,11123,6097,5026,3215,1652,1563,47427,26369,21058,15072,8623,6449,7136,3537,3599,2197,1387,810,NEW DELHI,NCT OF DELHI,2011
92874,49720,43154,23638,11902,11736,88779,46575,42204,25570,13001,12569,76867,40820,36047,18941,10161,8780,244799,132590,112209,51793,30824,20969,59348,29629,29719,8331,5922,2409,NORTH,NCT OF DELHI,2011
245508,129036,116472,47846,24196,23650,213436,111102,102334,47649,24826,22823,176832,92506,84326,33791,18507,15284,537985,287534,250451,85557,55423,30134,130862,66006,64856,10762,8751,2011,NORTH EAST,NCT OF DELHI,2011
382984,206924,176060,90993,46540,44453,351057,185056,166001,100939,50669,50270,299952,156903,143049,78611,40947,37664,969099,518448,450651,233298,132901,100397,247428,125400,122028,43017,30328,12689,NORTH WEST,NCT OF DELHI,2011
288038,156225,131813,75576,40180,35396,274631,144956,129675,86813,46227,40586,238401,126492,111909,68727,38571,30156,731297,398505,332792,191833,113699,78134,170989,86067,84922,45632,28772,16860,SOUTH,NCT OF DELHI,2011
243304,133568,109736,65840,33883,31957,242248,129198,113050,83562,43147,40415,211004,113160,97844,67113,36913,30200,635609,346624,288985,177353,107968,69385,145271,73812,71459,32600,22707,9893,SOUTH WEST,NCT OF DELHI,2011
257209,139715,117494,59953,29126,30827,250311,131549,118762,82851,40282,42569,218338,114672,103666,68487,34768,33719,713076,377987,335089,212318,115124,97194,210054,104794,105260,47305,31334,15971,WEST,NCT OF DELHI,2011
119804,59356,60448,7203,3502,3701,110131,55035,55096,9327,5067,4260,99475,50103,49372,10005,6140,3865,347104,181599,165505,23641,17265,6376,114459,60414,54045,1977,1786,191,ANUGUL,ODISHA,2011
139994,70971,69023,6985,4022,2963,129109,64195,64914,8486,5232,3254,117099,57808,59291,8343,5654,2689,447826,227952,219874,17203,13753,3450,175962,86180,89782,1784,1600,184,BALANGIR,ODISHA,2011
209861,105710,104151,15462,8035,7427,210463,104886,105577,21564,12342,9222,178885,90986,87899,21699,13534,8165,621113,322299,298814,51925,39092,12833,213188,108437,104751,5473,4771,702,BALESHWAR,ODISHA,2011
138061,69354,68707,8214,4502,3712,125242,63413,61829,10080,6196,3884,111936,56423,55513,9318,6719,2599,425328,217432,207896,17970,14915,3055,155163,77111,78052,1803,1684,119,BARGARH,ODISHA,2011
36141,17655,18486,1231,798,433,34899,17324,17575,1481,993,488,31066,14994,16072,1347,955,392,114154,58015,56139,3117,2550,567,41397,21213,20184,316,294,22,BAUDH,ODISHA,2011
140434,69202,71232,9712,5050,4662,130406,64008,66398,12873,7285,5588,111249,55418,55831,13736,8770,4966,399717,204076,195641,29760,22401,7359,143149,72823,70326,3706,3209,497,BHADRAK,ODISHA,2011
250178,126966,123212,31635,16225,15410,241198,120569,120629,37532,20267,17265,207895,105428,102467,35903,21335,14568,756410,396912,359498,90617,64075,26542,278680,144547,134133,12523,10378,2145,CUTTACK,ODISHA,2011
27793,13407,14386,1298,658,640,26536,13055,13481,1801,1092,709,23066,11463,11603,1909,1291,618,83915,42952,40963,4013,3237,776,28797,14844,13953,502,477,25,DEBAGARH,ODISHA,2011
108215,53578,54637,6584,3364,3220,102880,50673,52207,8120,4532,3588,92312,46279,46033,8824,5610,3214,334126,172835,161291,19905,15174,4731,122193,64694,57499,2084,1867,217,DHENKANAL,ODISHA,2011
48534,22921,25613,2012,1213,799,44957,21860,23097,2098,1365,733,39002,18510,20492,1744,1171,573,145856,71555,74301,4171,3278,893,44257,19729,24528,415,375,40,GAJAPATI,ODISHA,2011
